Description	Valence_value	Arousal_value
asleep	6.166	1.728813559322034
invent	6.696	6.304576271186441
porcelain	5.818	3.18864406779661
homemade	7.666	3.785762711864407
girly	5.54	4.48771186440678
woodlands	6.247999999999999	3.491525423728814
follower	5.513999999999999	4.0728813559322035
untold	3.935	4.2101694915254235
detonate	3.63	6.956779661016949
awaken	6.441000000000001	4.195847457627119
chicane	3.8560000000000003	4.508474576271187
obstetrics	5.24	5.542372881355933
speakeasy	6.165	5.226271186440679
institute	5.391	4.088983050847458
gametime	6.88	5.449152542372882
civic	5.982	3.0720338983050848
draw	6.406000000000001	4.007627118644068
impatiently	2.5519999999999996	6.966101694915254
pervert	2.2986666666666666	6.454576271186441
predicate	6.08	3.525423728813559
acquire	6.582	4.718135593220339
keel	4.196	4.147033898305085
masks	5.08	4.610169491525425
excite	7.686999999999999	7.635508474576271
omgomgomg	4.92	5.279661016949153
ceramic	5.454000000000001	3.170593220338983
paging	5.023	4.291525423728814
magnate	6.016	6.610169491525424
islet	5.896	3.2711864406779663
mart	5.284000000000001	3.7834745762711863
guild	5.535	4.55
premier	6.205	4.814237288135594
composite	5.308999999999999	4.025
spectral	4.984999999999999	5.606355932203391
objectionable	4.672	3.8474576271186445
warrant	4.727	4.796525423728814
lass	5.834	4.696271186440678
tableau	5.248	3.1694915254237293
impertinence	3.365	4.7470338983050855
surgeon	5.025	5.728983050847457
inaccurate	2.715	4.186864406779661
cantstandit	4.343999999999999	5.2372881355932215
lab	4.7010000000000005	4.5987288135593225
no trust	1.44	4.38135593220339
newsman	5.676	3.8989830508474577
idleness	3.464	3.406779661016949
plethora	6.167999999999999	5.711864406779661
kidder	6.522	5.184322033898305
gloves	5.268000000000001	2.8434745762711864
perky	7.084	6.946016949152543
oblige	4.219	5.437796610169492
aircraft	6.234	5.463898305084746
approval	7.291	4.014237288135593
defibrillator	3.8169999999999997	5.614406779661017
iris	6.757	3.570338983050848
satellite	5.5280000000000005	4.623135593220339
husband	7.289	4.613728813559322
unaltered	5.5680000000000005	2.889830508474576
resuscitation	5.957	5.829322033898306
pall	3.2159999999999997	3.889830508474576
strong	7.405333333333332	5.994576271186442
want	6.183999999999999	5.67042372881356
lastday	3.472	5.52542372881356
rationality	6.064	4.932203389830509
coordinate	6.042	4.417881355932203
isle	6.193	3.577627118644068
uncut	4.712	3.8982203389830508
readily	6.92	3.0677966101694913
plodding	4.5920000000000005	4.686440677966102
STD	1.95	5.36
event	6.46	5.5045197740113
cheap	5.568	4.535847457627119
mahi mahi	5.3	4.622372881355933
predictable	4.373	2.989322033898305
childish	5.237	4.677966101694915
laity	5.08	3.3220338983050848
deteriorate	2.652	4.730847457627119
illogical	3.082	5.364576271186441
syndrome	3.581	4.806101694915254
sacrilegious	3.129	5.478728813559322
footwear	6.287	3.733050847457627
sanatorium	4.041	4.436355932203391
magnifying	5.931	3.2179661016949153
adamant	4.601	5.416610169491525
ash	3.08	2.389830508474576
freebie	7.334	5.880508474576271
fencing	5.253	5.006271186440678
putty	4.827	3.043220338983051
tumult	3.168	6.033898305084747
royalty	6.588	4.884576271186441
annoying	2.328	6.694491525423729
defer	3.73	3.6
tempered	5.664	4.313559322033899
crowded	4.876	3.491949152542373
enamel	5.586	3.3865254237288136
warpath	3.37	6.529491525423729
Senator	4.47	3.9
roaring	4.5920000000000005	7.533898305084747
cognition	6.08	3.525423728813559
betterment	8.184000000000001	5.152542372881356
requisite	4.584	3.686440677966102
bombing	2.218	7.940593220338984
dealings	5.8	4.771186440677966
elf	5.39	4.3915254237288135
conserve	6.21	3.6504237288135597
zeal	5.043	6.109915254237288
onelove	7.528	5.500000000000001
cautious	5.404999999999999	3.9756779661016948
patriotism	6.606999999999999	4.940762711864407
penguin	6.285	3.5593220338983054
fad	5.427	4.423474576271187
impelled	5.832	6.889830508474577
predict	6.105	4.704406779661017
unverified	2.7119999999999997	3.703389830508475
amazedness	7.6160000000000005	8.0
sadness	1.908	2.93042372881356
industrial	4.7010000000000005	5.207457627118644
napkin	5.191	2.451779661016949
lee	5.08	2.889830508474576
forecast	6.077	3.9305084745762713
resembling	5.736000000000001	2.7288135593220337
queasy	2.87	5.202372881355933
residence	6.33	3.508728813559322
willpower	7.186999999999999	6.2032203389830505
attorney	4.734999999999999	5.222033898305085
bday	6.832000000000001	5.694915254237288
leprosy	2.1266666666666665	5.65271186440678
system	5.71	3.461186440677966
rabbi	4.731	3.838983050847458
sandbox	5.667	3.1661016949152545
hear	6.88	3.9328813559322033
preschool	5.941	3.5987288135593225
inclusion	7.192	4.033898305084746
lamenting	2.248	3.915254237288136
adolescence	5.448	5.795762711864407
vanquished	4.574	5.306610169491526
venereal	3.183	5.366271186440678
clique	4.2379999999999995	4.337118644067797
aloha	6.842	4.0794915254237285
eggplant	5.643000000000001	2.5191525423728813
fiesta	7.568	6.715932203389831
ministry	5.08	3.696186440677966
lumberjack	5.395	5.006694915254237
sterility	2.608	5.008474576271187
sanguine	5.16	5.355932203389831
mentor	6.901	3.983050847457627
tabulation	4.168	3.5423728813559325
lukewarm	5.042	2.881271186440678
termite	3.2600000000000002	4.7693220338983044
subjugation	3.24	5.779661016949153
lumbar	4.026999999999999	3.716271186440678
whiplash	2.738	6.20542372881356
blissful	7.875	4.8827118644067795
strip	4.548	5.058728813559322
laudatory	5.896	4.1440677966101696
asymmetry	4.808	3.7711864406779663
snipe	2.584	8.364406779661017
devour	4.481	7.097796610169491
unwritten	4.073	3.5522033898305088
fiction	5.487	5.438983050847458
grump	3.08	4.584745762711864
frog	5.354	3.9519209039548024
dispirited	2.6319999999999997	2.983050847457627
shore	5.336	3.186440677966102
multinational	5.773999999999999	4.436101694915254
schmuck	3.927	4.525847457627119
mentality	5.724	4.373559322033898
grapes	7.272	2.6440677966101696
Governor	4.53	3.82
squeaky	3.731	5.682033898305084
pulsar	5.12	4.783728813559322
shift	4.891	4.799830508474576
bay	6.9910000000000005	3.4816949152542374
overkill	3.691	6.953389830508475
asbestos	3.048	4.533220338983051
collar	5.599	3.8429661016949153
deviant	2.551	5.610847457627119
engulf	4.183999999999999	5.466101694915254
clam	4.618	3.264745762711865
matting	4.832	4.0423728813559325
teaspoon	5.209	2.9383898305084744
orphaned	2.0229999999999997	4.4271186440677965
door	5.317333333333333	3.06728813559322
meaning	6.377	4.003813559322034
medic	5.1	4.080084745762712
environ	6.792000000000001	2.483050847457627
volcano	4.116666666666666	6.93090395480226
implantation	4.168	5.728813559322035
sumo	4.645	3.8295762711864407
palpable	5.133	4.053474576271187
teeny	5.018000000000001	3.946271186440678
profanity	2.675	6.412542372881356
leaf	5.912	2.4911016949152542
tortious	3.496	6.745762711864408
analytic	6.32	5.02542372881356
modernism	7.08	5.296610169491525
refresh	6.686	4.4019491525423735
mink	5.67	4.107288135593221
contractile	4.84	5.576271186440678
wafer	6.416	3.6610169491525424
fluke	4.433999999999999	4.6818644067796615
acquaintance	5.914	3.153898305084746
tarmac	4.308	3.134745762711865
quits	2.832	4.677966101694915
hugs	8.84	4.186440677966102
imprint	5.58	3.9522881355932205
blind	2.699333333333333	3.9270056497175143
innocence	7.073	3.231779661016949
chickenpox	2.572	5.086440677966102
imagination	7.318	4.590593220338983
abominable	3.005	6.127542372881356
barbershop	5.573	3.7637288135593225
disobedient	3.208	6.593220338983051
pregnant	7.145	6.430508474576271
infallibility	5.664	6.228813559322034
tunic	5.519	3.2509322033898305
pollution	1.748	5.840762711864407
upgrade	7.199	4.493728813559322
connoisseur	6.465	4.098474576271187
bellows	4.664	4.974576271186441
enclosure	4.468	3.5690677966101694
aspen	5.7010000000000005	3.5465254237288137
allsmiles	7.287999999999999	5.084745762711865
cemetery	2.5093333333333336	4.956384180790961
scribe	5.328	2.8474576271186445
commendable	7.023999999999999	4.595338983050848
lure	4.581	4.939152542372882
omnipresent	6.504	4.4406779661016955
glittering	7.88	5.593220338983051
guide	5.967	3.304830508474576
nutritious	7.377	3.923050847457627
monarchy	3.945	4.515254237288136
conceal	3.723	4.022542372881356
promotional	6.585	5.427372881355932
parkinsons	1.9609999999999999	5.100338983050847
ground	4.731999999999999	2.9334745762711867
elitist	4.75	5.157881355932204
exquisitely	7.792000000000001	6.779661016949153
delirium	3.1319999999999997	5.715762711864407
gynecologist	4.373	4.753389830508475
solicit	4.775	4.72135593220339
intuition	7.138	4.862627118644068
juju	5.029	4.564237288135594
passageway	5.25	4.178389830508475
broken	2.432	5.045819209039547
schoolmaster	5.643000000000001	3.484406779661017
traveler	7.043	5.099576271186441
regretful	2.5719999999999996	4.992655367231638
misled	2.416	5.7457627118644075
sander	4.952	4.40771186440678
throwback	4.33	4.513813559322034
stately	6.345	4.939830508474577
greatday	7.584	5.449152542372882
mirth	8.104	6.033898305084747
fingerscrossed	5.584	5.186440677966102
kayak	5.708	4.732457627118644
indent	4.832	3.5423728813559325
cappuccino	6.853	3.10228813559322
genitalia	3.872	6.01635593220339
shaggy	5.08	3.1694915254237293
stair	4.57	4.005084745762712
unnamed	3.9539999999999997	3.1309322033898304
flatter	5.634	4.381271186440678
crib	6.327	3.4520338983050847
refuse	2.9299999999999997	4.668474576271187
workload	3.544	5.621016949152542
equipment	6.29	3.922542372881356
advise	6.26	3.6603389830508473
nightgown	5.997	3.7088983050847455
dontmesswithme	3.496	5.991525423728814
memorial	5.768	3.218220338983051
lust	6.044	7.310056497175142
tillage	5.416	5.618644067796611
origami	6.211	2.909576271186441
cellulite	2.635	4.267203389830509
buxom	5.496	6.703389830508476
chromium	4.731999999999999	3.466949152542373
remarkably	6.504	5.8474576271186445
gospel	6.1	3.0661016949152544
rickety	3.1559999999999997	4.683474576271186
buggy	4.825	4.481864406779661
knotted	2.808	4.101694915254238
blowjob	5.42	6.877118644067798
diesel	4.62	3.580677966101695
modifiable	5.328	4.186440677966102
rev	4.648000000000001	4.2432203389830505
gofuckyourself	2.336	6.152542372881356
catcher	5.807	3.685084745762712
central	5.725	3.5635593220338984
olfactory	5.816	4.076271186440678
locksmith	5.28	3.987033898305085
mineralogy	5.408	4.067796610169491
special	7.626	4.595932203389831
indie	5.2010000000000005	3.9144067796610167
duster	4.762	2.852966101694915
drought	2.427	3.5758474576271184
stance	5.965999999999999	3.146101694915254
subversive	3.3419999999999996	5.751610169491526
ashes	3.616	2.9745762711864403
glad	8.027	5.380423728813559
scarcity	2.336	4.8474576271186445
trophy	7.635333333333334	5.266440677966101
noted	5.92	3.8474576271186445
aversation	5.656000000000001	4.3559322033898304
college	6.52	4.283898305084746
manna	6.584	3.101694915254237
yahoo	5.547000000000001	5.5754237288135595
handsome	7.733333333333334	5.351638418079095
fortress	6.1739999999999995	4.3087288135593225
prevalence	5.944	5.016949152542374
hoopla	5.283	4.895847457627119
grotto	5.470000000000001	3.2245762711864407
staid	4.08	3.0677966101694913
divert	4.086	4.9906779661016945
authorship	6.336	5.991525423728814
necktie	5.252	2.5854237288135593
iced	5.631	4.3474576271186445
laziness	3.534	2.7020338983050847
say	5.739000000000001	3.83364406779661
groggy	3.465	2.8779661016949154
shyster	3.508	4.707627118644068
cornet	5.056	5.016949152542374
subscriber	5.603	3.4665254237288137
materials	6.064	3.6694915254237293
communism	3.026	5.270338983050847
hop	5.244999999999999	4.363474576271187
horrified	1.32	8.110169491525424
focus	6.5	4.148728813559322
indiscretion	3.615	5.114237288135593
mascot	6.25	3.7880508474576273
surprise	7.720000000000001	7.2977118644067795
dreamy	7.6080000000000005	4.238135593220339
contracted	3.752	5.330508474576272
unavailable	3.5519999999999996	3.4207627118644073
fluctuation	3.7760000000000002	6.966101694915254
included	7.08	4.016949152542373
fertilize	6.057	4.317203389830508
timbre	4.68	4.677966101694915
flooring	5.408	2.8008474576271185
shrewd	4.904	5.246779661016949
manhood	6.25	6.054491525423728
embryonic	5.584	4.4491525423728815
some surprise	7.6160000000000005	7.805084745762713
moss	2.88	2.898305084745763
don	6.167999999999999	4.4576271186440675
china	5.488	4.364406779661016
investigative	5.498	5.747457627118644
emulate	4.807	3.820762711864407
reassign	4.311	4.21635593220339
partial	4.861000000000001	3.577966101694915
spray	5.004666666666666	4.074915254237288
curb	4.713	3.6721186440677966
pompous	4.13	5.104576271186441
grade	5.882	4.205508474576272
affirmatively	8.264	4.8474576271186445
bloodstream	5.2330000000000005	4.435847457627119
marked	5.736000000000001	3.6440677966101696
usury	3.752	6.364406779661018
hundred	6.166	3.7228813559322034
combatant	5.248	7.838983050847458
diploma	7.1066666666666665	5.1484745762711865
gambling	3.4050000000000002	6.675338983050848
attempt	6.0	4.855593220338983
parsimony	4.5920000000000005	2.983050847457627
scene	5.75	2.720762711864407
dogma	5.24	4.508474576271187
fallacious	3.168	5.584745762711865
indisposed	3.2479999999999998	4.804237288135593
chord	6.291	3.3345762711864406
policy	3.681	5.069491525423729
underestimate	4.327	4.5111864406779665
bullheaded	3.126	5.760677966101695
protrude	6.632000000000001	5.923728813559323
extravagant	6.54	6.163135593220339
kissy	7.526	5.863389830508475
playground	7.622	5.267203389830509
cell	4.4126666666666665	4.03271186440678
goatee	5.156000000000001	3.273898305084746
sail	6.38	3.1072881355932207
promulgation	5.816	5.093220338983051
poignant	5.6339999999999995	4.231440677966102
waiter	4.861	3.1012711864406777
innuendo	4.6930000000000005	5.484067796610169
affirm	6.96	4.923728813559323
yearning	6.672000000000001	4.932203389830509
dead	1.7919999999999998	4.699209039548022
protection	7.317	4.7108474576271195
works	7.207999999999999	4.288135593220339
epiphany	6.529999999999999	5.130508474576271
snowing	5.688	4.76271186440678
fangs	3.2880000000000003	5.677966101694915
roof	5.148	2.9627118644067796
kraut	4.411999999999999	4.198728813559322
conscientious	6.276999999999999	3.516949152542373
notables	5.752	5.76271186440678
playbook	6.262	5.036186440677967
insurance	5.236000000000001	3.510169491525424
felicity	8.303999999999998	6.576271186440679
observing	5.664	4.0
petloss	3.168	4.686440677966102
loath	2.08	6.661016949152543
nicotine	2.965	4.901355932203391
preserved	6.416	3.4661016949152543
trucker	4.786	4.660593220338983
erotica	6.6739999999999995	7.251525423728814
demonstrated	5.936	4.8474576271186445
debauchery	4.021	6.762881355932203
revision	4.478	4.345000000000001
primordial	5.455	5.156101694915254
surrendering	2.584	4.093220338983051
raven	4.971	4.359915254237288
doubtless	6.504	4.127118644067797
remark	5.269	3.1822033898305087
facile	6.92	2.8474576271186445
cartographic	4.92	3.5593220338983054
rehabilitation	4.744	4.662372881355933
ordained	6.88	4.076271186440678
cognitive	5.3919999999999995	4.639237288135593
lml	4.584	5.008474576271187
cosmos	7.1899999999999995	4.465508474576271
rejects	1.6640000000000001	6.008474576271187
pronto	5.933999999999999	4.448728813559322
generic	4.83	3.067796610169492
translation	5.857	4.388305084745763
respectable	7.175	3.813135593220339
eatingdisorders	3.92	5.76271186440678
damages	1.656	7.050847457627119
kitchen	6.385	3.0566101694915258
postponed	4.5120000000000005	3.38135593220339
aqueous	4.432	2.898305084745763
mango	6.845000000000001	3.215677966101695
offal	3.416	4.593220338983051
slider	5.8100000000000005	4.560593220338983
machete	3.605	6.318813559322034
storyteller	6.755	3.962796610169492
humanrights	7.336	5.347457627118644
bareback	5.0	3.6271186440677967
relation	6.848	5.044406779661017
abominate	2.584	7.288135593220339
itinerant	4.5920000000000005	5.228813559322035
statement	5.912	4.731355932203391
grain	4.975	1.9440677966101696
burglar	2.035	6.223559322033899
feelingdown	4.92	4.483050847457627
liposuction	4.008	5.228389830508474
mixedemotions	4.52	6.313559322033898
rigging	5.08	5.000000000000001
fake	2.1020000000000003	5.227542372881356
trade	5.699	4.835169491525424
missile	2.885	6.657033898305085
faze	4.578	4.442288135593221
import	5.6	4.313983050847458
dermal	4.08	4.050847457627119
copy	4.949999999999999	2.897033898305085
sensitive	6.521000000000001	3.9501694915254237
corset	5.365	5.383474576271187
highway	5.743333333333333	4.996949152542373
thriving	6.91	5.12271186440678
thoroughfare	5.423	4.503220338983051
antiseptic	4.537	3.4478813559322035
dontlikeyou	1.44	4.8474576271186445
aghhh	3.248	5.991525423728814
blank	4.959	2.725423728813559
memo	5.35	2.495847457627119
baroness	5.375	4.404576271186441
detest	2.2946666666666666	6.179943502824859
bicycle	6.686999999999999	4.479237288135593
solubility	5.048	3.6610169491525424
rapids	5.584	7.533898305084747
hater	1.873	5.3496610169491525
randomness	4.343999999999999	4.415254237288136
repose	4.8759999999999994	1.968813559322034
disconnects	3.048	3.6355932203389836
controversial	3.9490000000000003	7.0706779661016945
trident	4.797000000000001	5.052881355932204
defeat	2.738	4.493728813559322
rosette	4.752	4.084745762711864
pry	3.909	4.997457627118644
synonym	5.92	2.389830508474576
pharmacy	5.149	3.573050847457627
antithetical	3.168	4.923728813559323
carsick	2.636	4.75728813559322
sunglasses	7.236000000000001	4.017203389830508
willingly	7.664	3.288135593220339
drape	4.643000000000001	3.810254237288136
irritable	2.373	7.523983050847459
replay	5.818	4.541949152542373
evidentiary	4.542	4.707457627118645
expo	6.07	4.901440677966102
range	5.015000000000001	4.255084745762712
breathe	7.417	3.1855932203389834
clarity	7.314	3.43864406779661
shoplifter	2.298	6.617033898305085
rearrange	5.8839999999999995	4.061101694915254
intact	6.364	2.793389830508475
pacify	6.583	2.7792372881355933
indebted	2.657	5.38771186440678
eternity	6.585	4.393474576271187
centrifuge	4.96	5.88135593220339
allusion	4.52	3.2203389830508478
unrelenting	4.265	6.082542372881356
pad	5.806	3.46728813559322
infamous	3.5140000000000002	4.92271186440678
boxer	5.213333333333334	5.57819209039548
uncooked	3.496	3.3305084745762716
containment	4.329000000000001	5.150593220338983
unspoken	4.023	3.1817796610169493
margarita	6.665	4.761016949152543
respects	7.72	3.889830508474576
tickled	7.04	6.601694915254239
designer	6.785	5.004237288135593
glossary	5.56	2.3389830508474576
soiree	6.606	5.162288135593221
newday	7.776	3.898305084745762
enlarged	6.3839999999999995	4.76271186440678
conscious	6.225	3.8661016949152542
underdog	4.05	4.732372881355932
vaulted	4.336	4.508474576271187
lengthy	4.98	3.4492372881355937
shoulder	5.298	2.996949152542373
alcoholism	1.744	6.1059322033898304
gingerly	5.816	4.050847457627119
parody	5.619	5.443559322033899
war	1.8286666666666669	7.309830508474576
luckiest	8.336	6.4576271186440675
indentation	3.992	4.8474576271186445
verbatim	5.496	2.7711864406779663
towel	6.09	2.6364406779661014
wrenching	2.6319999999999997	7.669491525423729
intervention	4.122	5.6242372881355935
moratorium	3.696	4.228813559322035
arrange	6.035	4.16635593220339
emblematic	7.167999999999999	4.5
manifesto	5.109	4.799237288135593
disingenuous	2.5519999999999996	4.923728813559323
curling	5.332	5.028559322033899
bracelet	6.843999999999999	3.725762711864407
knock	4.468	4.5300847457627125
fort	7.24	6.313559322033898
astute	6.7139999999999995	4.67322033898305
luncheon	7.4430000000000005	3.382033898305085
antelope	5.508	4.696101694915255
adjudicate	5.4719999999999995	5.016949152542374
mode	5.2490000000000006	2.8039830508474575
nebulous	4.752	3.5508474576271194
veal	4.657	3.663050847457627
geisha	5.454000000000001	5.30220338983051
perilous	3.357	6.0776271186440685
shingle	4.765000000000001	3.007542372881356
sentimental	5.967	3.381779661016949
treachery	2.266	6.580254237288136
poetry	6.195333333333333	3.397231638418079
abandonment	2.327	4.602118644067797
slates	5.0	2.898305084745763
dysfunction	2.7140000000000004	4.492372881355932
blimp	5.47	3.837372881355932
lingerie	6.116999999999999	4.856949152542373
chastity	4.3759999999999994	4.226101694915254
curved	5.288	3.9846610169491528
vineyard	7.144	3.4237288135593222
meathead	3.4139999999999997	4.677796610169492
disliking	2.3040000000000003	6.008474576271187
sensuality	7.231	6.589406779661017
positiveenergy	8.52	4.8474576271186445
certified	6.654	4.378220338983051
criminality	1.976	7.923728813559323
honest	8.092	4.027570621468926
greatly positive	8.736	5.169491525423728
ignorant	2.528	4.348474576271187
distraught	2.365	6.9513559322033895
obscurity	3.652	3.606101694915254
liberalism	5.496	6.64406779661017
viral	3.125	5.658305084745763
panier	5.0	3.9322033898305087
seam	4.833	3.114406779661017
farce	3.725	5.11135593220339
prune	4.929	3.1928813559322036
surpassing	6.752000000000001	6.203389830508475
reassure	7.123	3.4516949152542376
Jack Daniels	5.38	4.78
tallow	3.752	3.008474576271187
tedium	2.792	3.415254237288136
practitioner	5.841	4.841016949152543
thorn	3.542666666666667	4.844971751412429
costume	5.717	4.856101694915255
loony	4.496	4.333559322033898
coinage	5.0	4.0
selfharm	3.8	5.864406779661017
spoils	3.7619999999999996	5.90542372881356
rabbit	6.753333333333334	3.802259887005649
record	5.6530000000000005	3.738983050847458
indirect	3.83	3.8934745762711866
summary	5.941000000000001	3.0517796610169494
undirected	3.64	4.1440677966101696
overactive	5.763	6.6150847457627115
dismount	4.468999999999999	3.892457627118644
testament	5.3759999999999994	4.054745762711865
humbled	3.24	5.8474576271186445
sizable	6.718	3.883050847457627
roundup	4.895	4.76271186440678
experimental	4.993	6.327372881355933
immunity	6.102	3.4790677966101695
emcee	5.851000000000001	4.775
soundness	7.24	3.805084745762712
top	6.54	4.165
advisable	6.7780000000000005	4.518983050847458
cheers	8.584	7.135593220338984
favor	6.875333333333333	4.123446327683616
elasticity	6.08	4.4406779661016955
stuntman	5.4350000000000005	5.497457627118644
soar	6.96	6.010677966101695
uncommon	5.010999999999999	3.7228813559322034
headless	2.519	5.321186440677966
seesaw	6.029999999999999	4.963728813559322
fasting	4.103999999999999	3.7457627118644066
milestone	6.801	4.165593220338983
miner	4.536999999999999	4.847033898305085
phosphate	4.87	3.4566949152542374
faint	2.752	3.9928813559322034
angular	4.5920000000000005	2.991525423728814
parable	4.832	3.6355932203389836
cure	7.281000000000001	4.152542372881356
useless	2.1153333333333335	4.256158192090396
dwell	5.667	2.9132203389830513
fudge	7.7219999999999995	4.531271186440678
mafia	2.8709999999999996	7.503813559322034
journal	5.851333333333333	3.3080225988700565
whispered	5.3839999999999995	3.6440677966101696
narcissistic	3.292	5.805084745762712
stoneware	4.664	3.1525423728813555
specialist	6.3	4.821440677966102
cross	5.127	3.1902542372881357
relegation	4.0	4.8474576271186445
entail	5.111	5.029576271186441
biochemical	3.9930000000000003	4.448220338983051
machinist	4.92	5.677966101694915
philistine	3.8200000000000003	4.088728813559323
commandment	5.898999999999999	4.46135593220339
hurricanes	3.2880000000000003	8.220338983050848
perforated	2.752	5.754237288135593
blister	3.3353333333333333	4.656497175141243
entrance	6.317	3.8203389830508474
selfworth	6.632000000000001	4.508474576271187
staunch	4.84	3.686440677966102
egotistical	2.664	5.7013559322033895
solidity	6.96	4.372881355932203
dun	4.664	4.262711864406779
clothes	7.217	3.0191525423728818
globe	6.615	3.319830508474576
moral	6.55	4.24
linear	5.609	2.964406779661017
reassured	7.832000000000001	2.186440677966102
creed	5.417	3.178220338983051
corpsman	4.281000000000001	4.247372881355933
fractional	3.448	3.6610169491525424
praxis	4.504	4.330508474576272
laughingstock	4.093	6.1859322033898305
mower	4.712	3.8611016949152543
specs	5.24	3.4665254237288137
glen	5.584	3.4661016949152543
clientele	5.55	4.620000000000001
somber	2.472	4.8474576271186445
strikeout	3.3440000000000003	4.958474576271187
extinct	2.318	4.660593220338983
decompression	3.207	3.963474576271187
monoxide	3.732	4.402118644067796
quadrupole	4.6	4.211864406779661
distance	3.377	3.5533050847457632
arched	5.656000000000001	4.025423728813559
booklet	5.3	3.2241525423728814
nosey	3.208	6.161016949152543
immutable	4.416	4.262711864406779
designated	5.05	3.975847457627119
conjugal	5.712	4.826101694915254
forerunner	6.5520000000000005	5.186440677966102
inbound	5.179	3.974152542372881
chimney	5.276999999999999	2.741949152542373
squat	4.1450000000000005	4.660593220338983
carburetor	4.906	5.173305084745763
dirt	3.522	4.015819209039548
keyed	4.752	4.822033898305086
invaluable	6.26	5.028728813559322
mistake	2.8046666666666664	5.2259322033898306
cacophony	4.263999999999999	5.372881355932204
trifling	3.895	3.7262711864406777
infomercial	3.968	4.437711864406779
panda	6.859	3.152118644067796
cohabitation	6.167999999999999	5.067796610169492
cleanser	6.116	3.6058474576271182
bleeder	3.185	6.865254237288136
cholera	1.92	5.978813559322035
surprises	8.0	7.127118644067798
celebratory	7.856	6.14406779661017
agua	5.784	2.1355932203389827
semblance	5.0	4.2158474576271185
passkey	5.769	4.118728813559322
wizard	6.3839999999999995	4.172118644067797
barrister	4.851	4.310338983050848
disposed	6.504	4.3474576271186445
forgery	2.74	5.506271186440678
oeuvre	6.224	4.711864406779661
niece	6.843999999999999	3.6360169491525425
cutlass	3.692	5.325847457627119
shortage	2.691	4.0930508474576275
wringer	3.96	4.144237288135593
cracker	5.471	3.5784745762711863
dustpan	4.8406666666666665	3.616440677966102
read	6.825	3.3542372881355935
velvety	6.416	3.516949152542373
coffeehouse	6.901	3.5927966101694917
actor	6.187	4.857203389830509
hang	3.3419999999999996	4.976610169491526
ulterior	4.145	4.816864406779661
prejudicial	2.54	6.011864406779662
polygamy	3.92	6.093220338983052
radical	4.68	6.296016949152543
fax	4.744	3.549406779661017
anthrax	2.412	5.758305084745762
seizure	2.7329999999999997	5.923983050847458
gurney	3.6069999999999998	3.258220338983051
agitation	2.88	6.625
satin	5.696	3.8330508474576273
portage	4.92	4.76271186440678
clambake	4.968	4.678220338983051
lasagna	6.926	4.693728813559322
support	7.189	3.8300847457627123
squish	3.0949999999999998	5.91906779661017
fiber	6.086	3.2984745762711865
bookstore	7.179	3.1927966101694913
diverse	5.748	4.324237288135594
coma	2.3209999999999997	2.910593220338983
accommodation	7.148	4.423559322033898
quickness	7.192	5.991525423728814
summarize	5.305	3.0737288135593217
orangutan	5.09	5.112966101694916
whittle	4.613	3.6361016949152543
molest	1.9769999999999999	6.97771186440678
acutely	4.336	5.211864406779661
sainted	6.052	3.2843220338983055
cabal	5.0	4.050847457627119
bulkhead	4.083	3.9309322033898306
multiplier	6.144	5.822033898305085
baldy	4.067	3.2864406779661017
process	5.35	4.250847457627119
publisher	5.309	3.6611016949152546
suspension	3.827	4.8358474576271195
circumstantial	4.5	4.834745762711864
ostensibly	4.784	5.093220338983051
lovely	7.943	4.212288135593221
outwards	4.52	4.610169491525425
secondhand	4.041	3.8383898305084747
encore	5.99	4.1424576271186435
pita	5.679	3.48728813559322
severe	2.9073333333333338	5.842994350282486
glue	4.725	3.641949152542373
marvelously	8.744	6.610169491525424
crippled	1.28	3.6440677966101696
detergent	5.042	3.218220338983051
hazard	2.3979999999999997	6.935847457627118
disconnection	2.336	3.008474576271187
animate	7.6160000000000005	7.008474576271187
bishop	5.141	2.9697457627118644
recover	7.372	4.676101694915254
forward	7.984	4.101694915254238
lymphatic	4.04	4.923728813559323
scintillation	5.6080000000000005	5.516949152542373
inactivity	2.08	1.8220338983050848
option	5.985333333333333	4.052937853107345
vulnerable	3.077	4.63135593220339
interview	5.132	6.742796610169492
regionalism	6.12	4.8474576271186445
lovinglife	8.832	4.033898305084746
blacklist	2.757	5.483050847457627
therapy	5.01	3.6708474576271186
ana	5.328	3.1525423728813555
undeniable	5.408	4.059322033898305
features	6.336	4.279661016949152
frenetic	4.432	8.491525423728815
parchment	5.7	2.7211864406779664
adornment	8.344	3.7711864406779663
undertaking	5.538	4.190847457627119
smoothie	7.669	3.891101694915254
restless	3.191	5.762288135593221
ascetic	4.504	3.788135593220339
dilatation	4.08	5.47457627118644
december	6.92	5.186440677966102
exterminator	3.471	6.276864406779661
arm	5.398666666666667	3.3518079096045192
philanthropic	7.496	4.220338983050848
respect	7.615333333333333	4.501807909604519
neighboring	6.099	3.5766949152542376
inactive	3.704	2.5377118644067798
gent	5.7219999999999995	3.923305084745763
thug	2.7199999999999998	6.782372881355933
delirious	3.536	6.489745762711864
rounded	5.736000000000001	3.9237288135593227
robe	5.641	2.7703389830508476
phonetic	5.336	4.296610169491526
serenity	7.975	2.297033898305085
aboriginal	4.584	4.228813559322035
bedroom	6.976000000000001	4.0093220338983055
depressing	2.324	4.173728813559322
